status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,timestamp,nivel_severitate
1,3,48.5885,329.71,487,364.25,2654,4
1,3,48.8808,311.62,500,370.0,2655,4
1,3,48.9604,334.92,502,377.5,2656,4
1,3,49.2571,321.95,504,382.0,2657,4
1,3,48.9597,307.46,512,387.0,2658,4
1,3,48.6274,314.24,500,370.0,2659,4
1,3,48.5007,315.08,498,374.5,2660,4
1,3,48.9385,314.25,496,376.0,2661,4
1,3,49.2565,338.57,512,379.0,2662,4
1,3,49.2265,318.98,499,373.25,2663,4
1,3,49.121,328.34,499,375.25,2664,4
1,3,48.6158,304.57,507,379.25,2665,4
1,3,49.0089,324.81,512,388.0,2666,4
1,3,49.1594,323.73,502,380.5,2667,4
1,3,49.1216,327.0,494,370.5,2668,4
1,3,48.5543,314.23,499,369.25,2669,4
1,0,49.9788,404.95,510,485.6,2670,3
1,0,50.0383,404.83,487,462.52,2671,3
1,0,50.0918,403.95,497,472.12,2672,3
1,0,50.1307,402.45,514,496.44,2673,3
1,0,50.1491,400.56,514,497.44,2674,3
1,0,50.1438,398.58,502,485.92,2675,3
1,0,50.1159,396.83,507,484.72,2676,3
1,0,50.0697,395.57,511,486.56,2677,3
1,0,50.0124,395.02,495,471.2,2678,3
1,0,49.9533,395.25,507,484.72,2679,3
1,0,49.9014,396.23,510,492.6,2680,3
1,0,49.8652,397.81,513,496.48,2681,3
1,0,49.8502,399.73,506,480.76,2682,3
1,0,49.8589,401.7,500,477.0,2683,3
1,3,49.0181,300.3,490,371.5,2684,4
1,3,49.2779,330.69,513,387.75,2685,4
1,3,49.1093,323.25,512,385.0,2686,4
1,3,49.251,325.47,503,380.25,2687,4
1,3,48.9599,314.1,487,367.25,2688,4
1,3,48.8493,329.24,503,374.25,2689,4
1,3,48.808,307.79,492,367.0,2690,4
1,3,48.7707,302.66,511,380.25,2691,4
1,0,50.104,396.4,492,468.32,2692,3
1,0,50.0537,395.33,509,489.64,2693,3
1,0,49.9949,395.0,490,465.4,2694,3
1,0,49.937,395.46,510,492.6,2695,3
1,0,49.8889,396.64,504,484.84,2696,3
1,0,49.8584,398.35,512,495.52,2697,3
1,0,49.8503,400.31,486,467.56,2698,3
1,0,49.8658,402.23,500,478.0,2699,3
1,0,49.9025,403.8,503,477.88,2700,3
1,0,49.9545,404.76,487,464.52,2701,3
1,0,50.0138,404.98,512,494.52,2702,3
1,0,50.0709,404.41,513,490.48,2703,3
1,0,50.1168,403.14,501,477.96,2704,3
1,0,50.1442,401.38,493,474.28,2705,3
1,0,50.1489,399.39,488,472.48,2706,3
1,0,50.1301,397.51,493,471.28,2707,3
1,0,50.0907,396.02,509,490.64,2708,3
1,0,50.037,395.15,506,480.76,2709,3
1,0,49.9775,395.06,494,472.24,2710,3
1,0,49.9215,395.74,512,492.52,2711,3
1,0,49.8779,397.09,511,488.56,2712,3
1,0,49.8536,398.91,506,483.76,2713,3
1,0,49.8524,400.89,493,468.28,2714,3
1,0,49.8745,402.74,489,470.44,2715,3
1,0,49.9164,404.15,514,496.44,2716,3
1,0,49.9715,404.91,491,473.36,2717,3
1,0,50.0311,404.89,509,489.64,2718,3
1,0,50.0858,404.1,513,487.48,2719,3
1,0,50.1269,402.66,493,470.28,2720,3
1,0,50.148,400.81,486,469.56,2721,3
1,0,50.1458,398.82,491,473.36,2722,3
1,0,50.1205,397.02,504,481.84,2723,3
1,0,50.0762,395.69,489,467.44,2724,3
1,0,50.0198,395.04,508,488.68,2725,3
1,0,49.9604,395.18,510,490.6,2726,3
1,0,49.9072,396.07,505,479.8,2727,3
1,0,49.8686,397.59,503,483.88,2728,3
1,0,49.8508,399.48,514,489.44,2729,3
1,0,49.8565,401.46,507,489.72,2730,3
1,0,49.8849,403.21,491,471.36,2731,3
1,0,49.9315,404.45,506,486.76,2732,3
1,0,49.9889,404.99,510,486.6,2733,3
1,0,50.048,404.74,513,489.48,2734,3
1,0,50.0996,403.74,502,481.92,2735,3
1,0,50.1354,402.15,499,474.04,2736,3
1,0,50.1498,400.23,498,474.08,2737,3
1,0,50.1406,398.26,508,482.68,2738,3
1,0,50.1092,396.57,492,470.32,2739,3
1,0,50.0606,395.43,496,473.16,2740,3
1,0,50.0024,395.0,495,473.2,2741,3
1,0,49.9438,395.36,509,484.64,2742,3
1,0,49.8941,396.46,486,467.56,2743,3
1,0,49.8611,398.11,486,461.56,2744,3
1,0,49.85,400.07,494,474.24,2745,3
1,2,49.8457,378.36,504,375.0,2746,2
1,2,49.8546,375.75,485,367.75,2747,2
1,2,49.8889,378.43,507,376.25,2748,2
1,2,49.8179,375.58,499,374.25,2749,2
1,2,49.8516,381.06,511,485.56,2750,2
1,2,49.803,381.22,489,468.44,2751,2
1,2,49.8304,375.86,504,379.0,2752,2
1,2,49.8659,376.09,514,380.5,2753,2
1,2,49.8127,383.06,508,485.68,2754,2
1,2,49.8853,380.02,486,467.56,2755,2
1,2,49.8845,381.67,488,468.48,2756,2
1,2,49.8748,379.96,503,372.25,2757,2
1,2,49.8155,380.17,513,489.48,2758,2
1,1,49.9465,396.38,491,466.36,2759,1
1,1,49.9447,396.91,504,483.84,2760,1
1,1,49.9453,395.14,506,482.76,2761,1
1,1,49.9403,395.34,490,473.4,2762,1
1,1,49.9483,396.13,494,478.24,2763,1
1,1,49.9517,396.1,487,464.52,2764,1
1,1,49.943,396.38,487,462.52,2765,1
1,1,49.9567,394.72,486,469.56,2766,1
1,1,49.9457,394.56,486,466.56,2767,1
1,1,49.9436,395.73,502,481.92,2768,1
1,1,49.9513,394.96,496,473.16,2769,1
1,1,49.9688,396.29,500,484.0,2770,1
1,1,49.963,396.61,488,463.48,2771,1
1,1,49.949,395.2,505,485.8,2772,1
1,1,49.9636,395.26,486,463.56,2773,1
1,1,49.9464,396.18,502,482.92,2774,1
1,1,49.941,396.45,497,479.12,2775,1
1,1,49.9472,395.66,500,480.0,2776,1
1,0,49.9922,400.9,503,478.88,2777,0
1,0,49.9931,400.97,500,475.0,2778,0
1,0,50.0021,400.0,487,469.52,2779,0
1,0,49.9979,399.34,506,487.76,2780,0
1,0,49.9923,400.87,493,470.28,2781,0
1,0,49.9988,400.41,498,478.08,2782,0
1,0,49.9904,400.57,486,467.56,2783,0
1,0,50.003,400.27,503,477.88,2784,0
1,0,49.9909,400.14,495,477.2,2785,0
1,0,49.997,400.44,495,470.2,2786,0
1,0,50.0049,399.24,488,470.48,2787,0
1,0,50.0077,400.28,503,480.88,2788,0
1,0,49.9945,400.36,506,489.76,2789,0
1,0,49.993,400.35,514,494.44,2790,0
1,0,50.0071,399.94,512,488.52,2791,0
1,0,49.9912,400.0,513,495.48,2792,0
1,0,49.9976,399.36,501,481.96,2793,0
1,0,49.9984,400.28,489,467.44,2794,0
1,0,49.996,399.93,506,489.76,2795,0
1,0,49.9996,400.28,494,476.24,2796,0
1,0,50.0099,400.81,514,496.44,2797,0
1,0,50.0072,399.9,506,486.76,2798,0
1,0,49.9962,399.34,503,482.88,2799,0
1,0,49.9941,400.85,504,481.84,2800,0
1,0,49.9912,399.46,495,478.2,2801,0
1,0,49.9938,400.88,500,477.0,2802,0
1,0,50.0077,400.9,494,477.24,2803,0
1,0,49.9958,400.68,509,491.64,2804,0
1,0,50.0019,400.37,504,478.84,2805,0
1,0,49.9999,399.69,498,475.08,2806,0
1,0,50.001,400.02,493,468.28,2807,0
1,0,50.001,399.26,498,477.08,2808,0
1,0,49.9956,400.75,511,494.56,2809,0
1,0,49.9941,399.93,492,474.32,2810,0
1,0,49.9927,399.55,511,486.56,2811,0
1,0,50.0006,400.94,498,473.08,2812,0
1,0,50.0009,399.46,485,469.6,2813,0
1,0,50.0071,399.99,513,495.48,2814,0
1,0,50.0015,399.29,496,471.16,2815,0
1,0,49.997,400.14,505,482.8,2816,0
1,0,50.0089,400.8,500,482.0,2817,0
1,0,50.0003,399.64,503,483.88,2818,0
1,0,50.0076,399.96,490,474.4,2819,0
1,0,50.0024,400.54,503,485.88,2820,0
1,0,50.0052,400.54,497,474.12,2821,0
1,0,49.9912,400.77,488,463.48,2822,0
1,0,49.9988,399.97,511,485.56,2823,0
1,0,49.9941,400.79,487,468.52,2824,0
1,0,49.9965,400.8,505,485.8,2825,0
1,0,49.9974,400.33,514,488.44,2826,0
1,0,50.0,400.33,510,488.6,2827,0
1,0,50.0057,399.19,485,466.6,2828,0
1,0,49.9968,399.2,503,486.88,2829,0
1,0,50.0085,399.64,491,475.36,2830,0
1,0,49.9993,400.82,512,492.52,2831,0
1,0,50.0028,400.08,509,492.64,2832,0
1,0,50.0016,399.86,498,481.08,2833,0
1,0,50.0059,399.4,492,470.32,2834,0
1,1,49.9649,394.26,507,481.72,2835,1
1,1,49.9545,394.64,506,480.76,2836,1
1,1,49.961,395.83,497,472.12,2837,1
1,1,49.9588,396.2,506,481.76,2838,1
1,1,49.9489,394.01,499,477.04,2839,1
1,0,49.9961,400.26,500,481.0,2840,0
1,0,49.997,400.79,511,490.56,2841,0
1,0,49.9929,400.62,512,494.52,2842,0
1,0,49.9994,400.08,490,472.4,2843,0
1,0,50.0069,399.22,490,466.4,2844,0
1,0,50.0064,399.26,485,466.6,2845,0
1,0,50.0084,400.08,494,470.24,2846,0
1,0,50.0092,400.06,491,474.36,2847,0
1,0,49.9988,399.05,501,482.96,2848,0
1,0,50.0072,400.77,488,465.48,2849,0
1,0,50.0008,400.58,503,477.88,2850,0
1,0,49.9911,400.23,502,477.92,2851,0
1,0,50.0097,400.11,509,484.64,2852,0
1,0,50.0044,400.58,511,490.56,2853,0
1,0,50.006,400.53,487,470.52,2854,0
1,0,50.0026,399.84,492,471.32,2855,0
1,0,49.9901,400.26,501,483.96,2856,0
1,0,49.991,400.24,485,463.6,2857,0
1,0,50.0092,400.6,502,484.92,2858,0
1,0,49.9972,400.08,511,493.56,2859,0
1,0,49.993,400.52,493,474.28,2860,0
1,0,49.9911,400.57,492,475.32,2861,0
1,0,50.0018,400.21,499,483.04,2862,0
1,0,50.0086,399.81,491,468.36,2863,0
1,0,49.9989,400.78,511,487.56,2864,0
1,0,50.001,399.36,486,462.56,2865,0
1,0,49.9914,399.65,487,466.52,2866,0
1,0,50.007,399.21,500,481.0,2867,0
1,0,49.9996,399.61,488,464.48,2868,0
1,0,50.0017,399.68,499,478.04,2869,0
1,0,50.0028,400.99,501,477.96,2870,0
1,0,50.0,400.17,485,465.6,2871,0
1,0,50.0045,399.43,491,466.36,2872,0
1,0,49.9905,400.73,489,472.44,2873,0
1,0,50.0067,400.21,513,496.48,2874,0
1,0,50.0025,400.17,491,471.36,2875,0
1,0,49.9915,399.14,508,491.68,2876,0
1,0,49.9973,399.37,498,477.08,2877,0
1,0,50.0068,400.9,487,469.52,2878,0
1,0,49.9919,399.3,491,467.36,2879,0
1,0,50.0009,400.09,506,483.76,2880,0
1,0,49.9947,399.73,493,476.28,2881,0
1,0,50.0062,400.38,497,480.12,2882,0
1,0,50.0096,400.82,501,478.96,2883,0
1,0,49.9913,399.92,498,478.08,2884,0
1,0,50.0046,399.37,485,467.6,2885,0
1,0,49.9936,400.44,501,477.96,2886,0
1,0,50.0005,399.88,486,464.56,2887,0
1,0,50.0021,399.02,490,474.4,2888,0
1,0,49.9994,399.1,496,477.16,2889,0
1,0,49.9992,399.88,509,484.64,2890,0
1,0,49.9934,400.36,494,471.24,2891,0
1,0,50.0048,399.1,489,465.44,2892,0
1,0,50.0031,400.84,509,483.64,2893,0
1,0,50.0041,400.67,502,478.92,2894,0
1,0,49.9975,399.96,511,493.56,2895,0
1,0,49.9951,399.46,513,489.48,2896,0
1,0,49.9963,399.72,513,495.48,2897,0
1,0,49.9922,399.13,486,469.56,2898,0
1,0,50.0083,399.77,489,469.44,2899,0
1,0,49.9919,400.23,504,484.84,2900,0
1,0,49.9995,399.53,489,470.44,2901,0
1,0,50.0005,400.17,501,479.96,2902,0
1,0,50.0023,399.59,488,467.48,2903,0
1,0,49.9918,400.08,512,493.52,2904,0
1,0,50.008,399.1,499,476.04,2905,0
1,0,49.9931,399.73,509,485.64,2906,0
1,0,49.997,400.8,508,488.68,2907,0
1,0,49.9969,400.37,502,483.92,2908,0
1,0,50.0024,399.63,489,467.44,2909,0
1,0,50.0092,400.49,504,484.84,2910,0
1,0,49.9905,399.52,497,477.12,2911,0
1,0,50.0041,399.22,506,482.76,2912,0
1,1,49.9587,395.34,512,491.52,2913,1
1,1,49.9569,395.94,495,475.2,2914,1
1,1,49.945,396.54,508,490.68,2915,1
1,1,49.9559,396.29,488,468.48,2916,1
1,1,49.9551,396.42,487,468.52,2917,1
1,1,49.9628,396.78,489,469.44,2918,1
1,1,49.9418,395.98,501,483.96,2919,1
1,2,49.8354,376.34,487,364.25,2920,2
1,2,49.8286,381.77,493,471.28,2921,2
1,1,49.9452,395.79,498,473.08,2922,1
1,1,49.9651,395.12,486,469.56,2923,1
1,1,49.9579,395.3,496,474.16,2924,1
1,1,49.9688,396.41,513,490.48,2925,1
1,1,49.9664,396.89,499,478.04,2926,1
1,1,49.9532,395.18,496,471.16,2927,1
1,1,49.9519,394.35,507,484.72,2928,1
1,1,49.9512,394.93,502,480.92,2929,1
1,1,49.9695,394.22,509,486.64,2930,1
1,1,49.9609,396.84,508,490.68,2931,1
1,1,49.9636,395.28,512,494.52,2932,1
1,1,49.9424,394.34,506,482.76,2933,1
1,1,49.9607,394.02,510,491.6,2934,1
1,1,49.9545,396.99,511,489.56,2935,1
1,1,49.9695,396.65,496,471.16,2936,1
1,1,49.9619,394.0,494,478.24,2937,1
1,1,49.965,394.02,488,471.48,2938,1
1,1,49.9639,395.86,506,485.76,2939,1
1,1,49.9614,394.78,499,483.04,2940,1
1,1,49.9568,396.6,495,479.2,2941,1
1,1,49.9541,394.64,509,487.64,2942,1
1,1,49.946,396.7,493,477.28,2943,1
1,1,49.9664,396.18,491,474.36,2944,1
1,1,49.9648,396.94,508,487.68,2945,1
1,1,49.9662,395.51,504,482.84,2946,1
1,1,49.9549,394.64,504,482.84,2947,1
1,1,49.9677,395.61,505,485.8,2948,1
1,1,49.967,394.62,511,488.56,2949,1
1,1,49.9449,396.54,500,483.0,2950,1
1,1,49.9493,396.47,513,488.48,2951,1
1,1,49.9425,394.22,504,486.84,2952,1
1,1,49.9683,396.54,500,475.0,2953,1
1,1,49.9696,395.77,502,483.92,2954,1
1,1,49.9578,394.24,502,485.92,2955,1
1,1,49.9503,394.51,503,483.88,2956,1
1,1,49.9421,395.43,488,472.48,2957,1
1,1,49.9488,394.42,499,481.04,2958,1
1,1,49.9502,396.12,502,484.92,2959,1
1,1,49.9467,394.73,493,470.28,2960,1
1,1,49.9697,394.57,508,485.68,2961,1
1,1,49.9501,394.83,500,477.0,2962,1
1,1,49.945,395.85,501,480.96,2963,1
1,1,49.9699,394.51,497,480.12,2964,1
1,1,49.9643,396.16,489,469.44,2965,1
1,1,49.9653,394.22,498,474.08,2966,1
1,1,49.9471,394.39,490,465.4,2967,1
1,1,49.9611,394.99,502,484.92,2968,1
1,1,49.9592,394.35,506,489.76,2969,1
1,1,49.9616,395.56,489,466.44,2970,1
1,1,49.9649,395.73,507,486.72,2971,1
1,1,49.9464,394.53,500,483.0,2972,1
1,1,49.966,396.84,506,484.76,2973,1
1,1,49.9464,395.66,506,480.76,2974,1
1,1,49.955,395.5,485,460.6,2975,1
1,1,49.9509,394.21,500,475.0,2976,1
1,1,49.9608,394.87,510,489.6,2977,1
1,1,49.9505,395.66,502,485.92,2978,1
1,1,49.9596,396.63,486,463.56,2979,1
1,1,49.9512,395.53,499,475.04,2980,1
1,1,49.9493,394.76,497,474.12,2981,1
1,1,49.942,396.21,504,479.84,2982,1
1,1,49.9686,396.92,508,483.68,2983,1
1,1,49.9535,395.05,486,469.56,2984,1
1,1,49.9412,395.89,498,478.08,2985,1
1,1,49.9599,396.27,489,466.44,2986,1
1,1,49.9435,395.42,493,471.28,2987,1
1,1,49.9669,395.38,498,481.08,2988,1
1,1,49.9664,394.58,487,464.52,2989,1
1,1,49.9582,396.14,514,492.44,2990,1
1,1,49.9495,396.23,512,487.52,2991,1
1,1,49.9619,394.56,494,475.24,2992,1
1,1,49.9688,396.95,493,470.28,2993,1
1,1,49.966,396.06,510,486.6,2994,1
1,1,49.9522,395.32,493,473.28,2995,1
1,1,49.9431,394.47,509,490.64,2996,1
1,1,49.953,394.03,485,466.6,2997,1
1,1,49.958,395.2,512,487.52,2998,1
1,1,49.9467,394.51,513,496.48,2999,1
1,1,49.9416,396.76,502,477.92,3000,1
1,1,49.9583,395.02,507,489.72,3001,1
1,1,49.963,395.97,511,493.56,3002,1
1,1,49.9507,394.61,509,491.64,3003,1
1,1,49.958,394.02,499,480.04,3004,1
1,1,49.9513,394.82,491,473.36,3005,1
1,1,49.9651,395.48,499,478.04,3006,1
1,1,49.9544,394.85,509,486.64,3007,1
1,1,49.9588,394.39,501,480.96,3008,1
1,1,49.9564,396.28,505,487.8,3009,1
1,1,49.942,396.44,504,484.84,3010,1
1,1,49.9524,394.67,495,473.2,3011,1
1,1,49.9457,394.5,490,465.4,3012,1
1,1,49.9532,396.22,489,464.44,3013,1
1,2,49.8168,375.9,497,369.75,3014,2
1,2,49.8619,375.52,487,369.25,3015,2
1,2,49.8087,380.61,494,473.24,3016,2
1,2,49.8799,384.41,506,488.76,3017,2
1,2,49.8222,383.41,500,481.0,3018,2
1,2,49.8067,380.05,511,489.56,3019,2
1,2,49.8053,380.67,514,494.44,3020,2
1,2,49.8413,383.59,499,483.04,3021,2
1,2,49.8632,378.54,494,373.5,3022,2
1,2,49.8135,381.36,503,483.88,3023,2
1,0,49.987,395.02,500,476.0,3024,3
1,0,49.9298,395.58,500,478.0,3025,3
1,0,49.8837,396.84,485,469.6,3026,3
1,0,49.856,398.6,505,485.8,3027,3
1,0,49.851,400.58,505,479.8,3028,3
1,0,49.8695,402.47,495,470.2,3029,3
1,3,48.5895,338.62,506,382.5,3030,4
1,3,48.756,316.5,504,380.0,3031,4
1,3,48.9586,325.79,501,378.75,3032,4
1,0,50.0778,404.28,488,466.48,3033,3
1,0,50.1216,402.93,503,480.88,3034,3
1,0,50.1462,401.12,507,490.72,3035,3
1,0,50.1477,399.13,495,470.2,3036,3
1,0,50.1259,397.28,498,476.08,3037,3
1,0,50.0842,395.86,485,466.6,3038,3
1,0,50.0293,395.1,513,489.48,3039,3
1,0,49.9697,395.1,496,478.16,3040,3
1,0,49.9149,395.88,504,487.84,3041,3
1,0,49.8735,397.31,496,475.16,3042,3
1,0,49.8521,399.17,490,465.4,3043,3
1,0,49.854,401.15,494,477.24,3044,3
1,0,49.879,402.96,511,493.56,3045,3
1,3,48.5976,301.38,485,359.75,3046,4
1,3,48.6321,312.46,504,373.0,3047,4
1,3,48.8827,308.64,490,363.5,3048,4
1,3,48.6102,323.61,496,368.0,3049,4
1,3,49.1154,303.0,497,368.75,3050,4
1,3,49.171,321.46,485,363.75,3051,4
1,3,49.1038,335.64,507,382.25,3052,4
1,3,48.8993,333.34,505,376.75,3053,4
1,3,49.2701,309.29,513,387.75,3054,4
1,3,48.872,334.4,490,364.5,3055,4
1,3,49.1643,320.2,490,364.5,3056,4
1,3,49.2528,334.72,502,378.5,3057,4
1,3,48.6926,328.67,514,381.5,3058,4
1,3,49.1948,328.03,488,363.0,3059,4
1,3,48.8483,305.77,511,386.25,3060,4
1,3,49.2906,301.07,513,385.75,3061,4
1,3,49.1786,300.1,486,366.5,3062,4
1,3,48.8633,324.83,512,381.0,3063,4
1,3,48.6376,335.39,502,380.5,3064,4
1,3,48.9684,339.29,493,372.75,3065,4
1,3,48.6379,302.28,491,364.25,3066,4
1,3,48.8276,307.86,498,369.5,3067,4
1,3,48.8267,336.97,497,376.75,3068,4
1,3,48.654,332.57,499,372.25,3069,4
1,3,48.9259,308.75,510,379.5,3070,4
1,3,48.9247,308.67,487,360.25,3071,4
1,3,49.2875,310.61,492,366.0,3072,4
1,3,48.9044,333.85,487,369.25,3073,4
1,3,48.5427,327.45,499,370.25,3074,4
1,3,48.8149,311.09,485,358.75,3075,4
1,3,48.7736,339.71,494,367.5,3076,4
1,3,48.9852,303.88,513,384.75,3077,4
1,3,48.8278,310.26,497,369.75,3078,4
1,3,48.562,300.56,510,386.5,3079,4
1,3,49.2536,300.04,498,372.5,3080,4
1,3,48.685,319.59,505,382.75,3081,4
1,3,48.5605,334.63,502,371.5,3082,4
1,3,48.5804,322.74,485,359.75,3083,4
1,3,48.9751,325.94,493,371.75,3084,4
1,3,48.7564,310.82,512,383.0,3085,4
1,3,49.1278,321.64,512,388.0,3086,4
1,3,48.7984,325.45,506,377.5,3087,4
1,3,49.0292,335.36,509,379.75,3088,4
1,3,48.8181,319.4,514,387.5,3089,4
1,3,48.5033,310.36,503,377.25,3090,4
1,3,49.2713,308.76,487,367.25,3091,4
1,3,48.9788,313.71,487,360.25,3092,4
1,3,48.9748,312.05,507,381.25,3093,4
1,3,49.1332,335.07,486,368.5,3094,4
1,3,48.5564,311.65,486,367.5,3095,4
1,3,49.2598,320.08,500,374.0,3096,4
1,3,49.0043,307.27,509,385.75,3097,4
1,3,48.7065,337.56,507,383.25,3098,4
1,3,49.2938,329.38,487,367.25,3099,4
0,4,0.0,0.0,0,0.0,3100,5
0,4,0.0,0.0,0,0.0,3101,5
0,4,0.0,0.0,0,0.0,3102,5
0,4,0.0,0.0,0,0.0,3103,5
0,4,0.0,0.0,0,0.0,3104,5
0,4,0.0,0.0,0,0.0,3105,5
0,4,0.0,0.0,0,0.0,3106,5
0,4,0.0,0.0,0,0.0,3107,5
0,4,0.0,0.0,0,0.0,3108,5
0,4,0.0,0.0,0,0.0,3109,5
0,4,0.0,0.0,0,0.0,3110,5
0,4,0.0,0.0,0,0.0,3111,5
0,4,0.0,0.0,0,0.0,3112,5
0,4,0.0,0.0,0,0.0,3113,5
0,4,0.0,0.0,0,0.0,3114,5
0,4,0.0,0.0,0,0.0,3115,5
0,4,0.0,0.0,0,0.0,3116,5
0,4,0.0,0.0,0,0.0,3117,5
0,4,0.0,0.0,0,0.0,3118,5
0,4,0.0,0.0,0,0.0,3119,5
0,4,0.0,0.0,0,0.0,3120,5
0,4,0.0,0.0,0,0.0,3121,5
0,4,0.0,0.0,0,0.0,3122,5
0,4,0.0,0.0,0,0.0,3123,5
0,4,0.0,0.0,0,0.0,3124,5
0,4,0.0,0.0,0,0.0,3125,5
0,4,0.0,0.0,0,0.0,3126,5
0,4,0.0,0.0,0,0.0,3127,5
0,4,0.0,0.0,0,0.0,3128,5
0,4,0.0,0.0,0,0.0,3129,5
0,4,0.0,0.0,0,0.0,3130,5
0,4,0.0,0.0,0,0.0,3131,5
0,4,0.0,0.0,0,0.0,3132,5
0,4,0.0,0.0,0,0.0,3133,5
0,4,0.0,0.0,0,0.0,3134,5
0,4,0.0,0.0,0,0.0,3135,5
0,4,0.0,0.0,0,0.0,3136,5
0,4,0.0,0.0,0,0.0,3137,5
0,4,0.0,0.0,0,0.0,3138,5
0,4,0.0,0.0,0,0.0,3139,5
0,4,0.0,0.0,0,0.0,3140,5
0,4,0.0,0.0,0,0.0,3141,5
0,4,0.0,0.0,0,0.0,3142,5
0,4,0.0,0.0,0,0.0,3143,5
0,4,0.0,0.0,0,0.0,3144,5
0,4,0.0,0.0,0,0.0,3145,5
0,4,0.0,0.0,0,0.0,3146,5
0,4,0.0,0.0,0,0.0,3147,5
0,4,0.0,0.0,0,0.0,3148,5
0,4,0.0,0.0,0,0.0,3149,5
0,4,0.0,0.0,0,0.0,3150,5
0,4,0.0,0.0,0,0.0,3151,5
0,4,0.0,0.0,0,0.0,3152,5
0,4,0.0,0.0,0,0.0,3153,5
0,4,0.0,0.0,0,0.0,3154,5
0,4,0.0,0.0,0,0.0,3155,5
0,4,0.0,0.0,0,0.0,3156,5
0,4,0.0,0.0,0,0.0,3157,5
0,4,0.0,0.0,0,0.0,3158,5
0,4,0.0,0.0,0,0.0,3159,5
0,4,0.0,0.0,0,0.0,3160,5
0,4,0.0,0.0,0,0.0,3161,5
0,4,0.0,0.0,0,0.0,3162,5
0,4,0.0,0.0,0,0.0,3163,5
0,4,0.0,0.0,0,0.0,3164,5
0,4,0.0,0.0,0,0.0,3165,5
0,4,0.0,0.0,0,0.0,3166,5
0,4,0.0,0.0,0,0.0,3167,5
0,4,0.0,0.0,0,0.0,3168,5
0,4,0.0,0.0,0,0.0,3169,5
0,4,0.0,0.0,0,0.0,3170,5
0,4,0.0,0.0,0,0.0,3171,5
0,4,0.0,0.0,0,0.0,3172,5
0,4,0.0,0.0,0,0.0,3173,5
0,4,0.0,0.0,0,0.0,3174,5
1,3,48.9859,328.55,511,382.25,3175,4
1,3,49.1424,336.07,514,383.5,3176,4
1,3,48.5702,303.08,497,367.75,3177,4
1,3,48.8581,326.25,488,363.0,3178,4
1,3,48.9617,319.17,502,380.5,3179,4
0,4,0.0,0.0,0,0.0,3180,5
0,4,0.0,0.0,0,0.0,3181,5
0,4,0.0,0.0,0,0.0,3182,5
0,4,0.0,0.0,0,0.0,3183,5
0,4,0.0,0.0,0,0.0,3184,5
0,4,0.0,0.0,0,0.0,3185,5
0,4,0.0,0.0,0,0.0,3186,5
0,4,0.0,0.0,0,0.0,3187,5
0,4,0.0,0.0,0,0.0,3188,5
0,4,0.0,0.0,0,0.0,3189,5
0,4,0.0,0.0,0,0.0,3190,5
0,4,0.0,0.0,0,0.0,3191,5
0,4,0.0,0.0,0,0.0,3192,5
0,4,0.0,0.0,0,0.0,3193,5
0,4,0.0,0.0,0,0.0,3194,5
0,4,0.0,0.0,0,0.0,3195,5
0,4,0.0,0.0,0,0.0,3196,5
0,4,0.0,0.0,0,0.0,3197,5
0,4,0.0,0.0,0,0.0,3198,5
0,4,0.0,0.0,0,0.0,3199,5
0,4,0.0,0.0,0,0.0,3200,5
0,4,0.0,0.0,0,0.0,3201,5
0,4,0.0,0.0,0,0.0,3202,5
0,4,0.0,0.0,0,0.0,3203,5
0,4,0.0,0.0,0,0.0,3204,5
0,4,0.0,0.0,0,0.0,3205,5
0,4,0.0,0.0,0,0.0,3206,5
0,4,0.0,0.0,0,0.0,3207,5
0,4,0.0,0.0,0,0.0,3208,5
0,4,0.0,0.0,0,0.0,3209,5
0,4,0.0,0.0,0,0.0,3210,5
0,4,0.0,0.0,0,0.0,3211,5
0,4,0.0,0.0,0,0.0,3212,5
0,4,0.0,0.0,0,0.0,3213,5
0,4,0.0,0.0,0,0.0,3214,5
0,4,0.0,0.0,0,0.0,3215,5
0,4,0.0,0.0,0,0.0,3216,5
0,4,0.0,0.0,0,0.0,3217,5
0,4,0.0,0.0,0,0.0,3218,5
0,4,0.0,0.0,0,0.0,3219,5
0,4,0.0,0.0,0,0.0,3220,5
0,4,0.0,0.0,0,0.0,3221,5
1,3,49.1109,336.24,488,364.0,3222,4
1,3,48.7997,315.19,513,380.75,3223,4
1,3,49.2613,322.33,510,382.5,3224,4
1,0,49.9931,400.42,491,470.36,0,0
1,0,50.0018,400.37,506,484.76,1,0
1,0,49.9974,400.38,507,484.72,2,0
0,4,0.0,0.0,0,0.0,3,0
1,0,50.0072,399.04,485,460.6,4,0
1,0,49.9957,400.46,505,482.8,5,0
1,0,50.0059,399.85,494,471.24,6,0
1,0,50.0015,399.07,498,482.08,7,0
1,0,50.0,400.26,497,478.12,8,0
1,0,50.0045,399.22,509,491.64,9,0
1,0,49.9959,399.1,490,466.4,10,0
1,0,50.0081,400.67,503,486.88,11,0
1,0,50.0092,400.73,492,474.32,12,0
1,0,50.0093,399.97,508,489.68,13,0
1,0,50.0,400.97,491,470.36,14,0
1,0,49.9975,399.07,510,489.6,15,0
1,0,49.9969,399.45,509,488.64,16,0
1,0,49.9963,399.9,505,487.8,17,0
