status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,timestamp,station_id,nivel_severitate
1,0,50.0025,399.18,497,477.12,47,GAL,0
1,0,49.9944,400.84,493,472.28,47,SBU,0
1,0,50.0076,399.89,512,488.52,47,TGM,0
1,0,50.0011,400.35,490,467.4,47,CRN,0
1,0,49.9981,399.81,509,483.64,47,PFR,0
1,0,50.0084,399.96,492,474.32,47,VID,0
1,0,50.0029,400.62,496,479.16,47,BCN,0
1,0,50.0014,399.9,511,488.56,47,BRZ,0
1,0,50.0078,399.49,492,471.32,47,ISN,0
1,0,50.0077,400.68,491,471.36,47,TRC,0
1,0,49.9909,400.37,511,486.56,47,ARD,0
1,0,50.006,399.32,491,471.36,47,IAS,0
1,0,49.9963,399.06,490,465.4,47,BMR,0
1,0,50.002,399.76,486,469.56,47,ALB,0
1,0,49.9901,399.27,504,482.84,47,TLC,0
1,0,50.0065,400.83,511,488.56,47,TGJ,0
1,0,50.0064,400.39,513,489.48,48,BUC,0
1,0,49.9942,399.94,500,482.0,48,CLJ,0
1,0,49.9928,400.35,505,482.8,48,SUC,0
1,0,49.9916,400.61,510,486.6,48,CST,0
1,0,49.9907,400.61,511,489.56,48,TMS,0
1,0,50.0014,400.69,503,481.88,48,PLO,0
1,0,49.9992,399.89,486,467.56,48,CRV,0
1,0,50.0059,400.7,500,483.0,48,BRL,0
1,0,49.9914,399.86,485,465.6,48,BIS,0
1,0,49.9939,400.59,513,493.48,48,ORD,0
1,1,49.957,395.85,493,477.28,48,PIT,1
1,0,49.997,399.4,508,485.68,48,BCU,0
1,0,50.0094,399.78,508,490.68,48,SLT,0
1,0,50.0068,400.38,495,471.2,48,DRO,0
1,0,50.0086,400.48,485,460.6,48,CAL,0
1,0,50.0098,399.41,503,483.88,48,GAL,0
1,0,49.9916,399.6,492,467.32,48,SBU,0
1,0,49.9958,399.83,488,470.48,48,TGM,0
1,0,49.9951,400.73,500,478.0,48,CRN,0
1,0,50.0034,400.69,506,488.76,48,PFR,0
1,0,49.9913,399.58,505,484.8,48,VID,0
1,0,50.0047,400.32,505,479.8,48,BCN,0
1,0,50.0021,400.59,511,485.56,48,BRZ,0
1,0,50.0004,400.73,514,490.44,48,ISN,0
1,0,50.0057,399.51,504,484.84,48,TRC,0
1,0,49.9908,400.91,508,485.68,48,ARD,0
1,0,50.0087,400.28,513,492.48,48,IAS,0
1,0,50.0093,400.65,513,493.48,48,BMR,0
1,0,49.9996,400.1,500,479.0,48,ALB,0
1,0,49.9922,400.92,501,481.96,48,TLC,0
1,0,49.992,400.15,510,491.6,48,TGJ,0
1,0,49.999,400.24,505,481.8,49,BUC,0
1,0,50.004,400.59,505,486.8,49,CLJ,0
1,0,49.9957,400.59,510,489.6,49,SUC,0
1,0,50.0051,400.19,514,494.44,49,CST,0
1,0,49.9997,400.54,493,475.28,49,TMS,0
1,0,50.008,400.92,512,493.52,49,PLO,0
1,0,50.0076,400.26,496,473.16,49,CRV,0
1,0,50.009,399.57,496,479.16,49,BRL,0
1,0,49.9962,400.11,503,478.88,49,BIS,0
1,0,49.9958,399.71,505,482.8,49,ORD,0
1,1,49.9401,396.56,499,474.04,49,PIT,1
1,0,50.0003,400.76,490,473.4,49,BCU,0
1,0,49.9944,399.83,511,491.56,49,SLT,0
1,0,49.9964,399.56,509,486.64,49,DRO,0
1,0,50.0052,400.36,485,460.6,49,CAL,0
1,0,50.0004,400.0,506,480.76,49,GAL,0
1,0,50.0063,400.22,486,463.56,49,SBU,0
1,0,50.0054,399.8,510,488.6,49,TGM,0
1,0,49.9905,399.3,493,472.28,49,CRN,0
1,0,50.0037,400.83,512,493.52,49,PFR,0
1,0,50.0008,399.13,485,460.6,49,VID,0
1,0,49.9989,400.0,504,479.84,49,BCN,0
1,0,49.997,399.33,506,489.76,49,BRZ,0
1,0,50.0055,400.69,488,464.48,49,ISN,0
1,0,49.9912,399.83,502,478.92,49,TRC,0
1,0,49.9905,399.04,492,472.32,49,ARD,0
1,0,49.9976,399.14,493,476.28,49,IAS,0
1,0,49.9967,400.83,512,490.52,49,BMR,0
1,0,49.9984,400.18,491,475.36,49,ALB,0
1,0,50.0033,400.07,513,493.48,49,TLC,0
1,0,49.9989,399.91,500,482.0,49,TGJ,0
1,0,49.9903,400.8,510,492.6,50,BUC,0
1,0,50.0027,399.24,513,493.48,50,CLJ,0
1,0,49.9991,399.2,499,479.04,50,SUC,0
1,0,49.996,399.41,510,487.6,50,CST,0
1,0,49.9997,399.59,499,480.04,50,TMS,0
1,0,50.0005,400.73,505,485.8,50,PLO,0
1,0,50.009,400.99,487,468.52,50,CRV,0
1,0,49.9968,399.33,501,476.96,50,BRL,0
1,0,49.992,399.54,501,482.96,50,BIS,0
1,0,50.0058,400.5,514,488.44,50,ORD,0
1,1,49.9695,394.55,507,481.72,50,PIT,1
1,0,49.9977,400.56,493,472.28,50,BCU,0
1,0,50.0066,399.93,489,466.44,50,SLT,0
1,0,49.9995,399.4,497,481.12,50,DRO,0
1,0,49.9996,399.32,496,477.16,50,CAL,0
1,0,50.005,400.88,489,466.44,50,GAL,0
1,0,50.0014,399.38,500,480.0,50,SBU,0
1,0,49.9992,399.02,486,463.56,50,TGM,0
1,0,49.9974,400.49,510,488.6,50,CRN,0
1,0,49.9977,400.69,496,474.16,50,PFR,0
1,0,49.9978,399.53,513,495.48,50,VID,0
1,0,49.9988,400.87,486,462.56,50,BCN,0
1,0,49.999,399.33,500,480.0,50,BRZ,0
1,0,49.9932,399.39,504,484.84,50,ISN,0
1,0,49.9998,400.45,511,493.56,50,TRC,0
1,0,49.991,400.55,512,490.52,50,ARD,0
1,0,50.0092,400.72,510,486.6,50,IAS,0
1,0,50.0008,399.93,510,484.6,50,BMR,0
1,0,49.9951,400.43,510,491.6,50,ALB,0
1,0,49.9979,399.97,497,478.12,50,TLC,0
1,0,50.007,400.9,486,465.56,50,TGJ,0
1,0,50.0046,400.06,500,479.0,51,BUC,0
1,0,49.993,400.74,486,463.56,51,CLJ,0
1,0,49.9905,399.33,503,485.88,51,SUC,0
1,0,49.9966,399.54,507,488.72,51,CST,0
1,0,50.0025,400.36,514,488.44,51,TMS,0
1,0,50.004,399.07,506,485.76,51,PLO,0
1,0,49.9941,399.48,500,481.0,51,CRV,0
1,0,50.009,400.87,512,491.52,51,BRL,0
1,0,50.0058,400.72,489,467.44,51,BIS,0
1,0,50.0014,400.78,501,480.96,51,ORD,0
1,0,50.15,400.1,508,491.68,51,PIT,3
1,0,50.0085,400.62,502,485.92,51,BCU,0
1,0,49.9976,399.96,508,485.68,51,SLT,0
1,0,50.0091,399.57,491,469.36,51,DRO,0
1,0,49.9948,399.13,505,486.8,51,CAL,0
1,0,49.9926,399.22,485,462.6,51,GAL,0
1,0,49.9924,400.05,491,473.36,51,SBU,0
1,0,50.0048,400.23,487,465.52,51,TGM,0
1,0,49.9967,399.64,488,468.48,51,CRN,0
1,0,50.0001,400.59,488,470.48,51,PFR,0
1,0,49.9926,400.67,514,491.44,51,VID,0
1,0,49.9995,400.18,508,491.68,51,BCN,0
1,0,50.006,400.8,501,478.96,51,BRZ,0
1,0,49.9952,400.84,498,478.08,51,ISN,0
1,0,50.006,399.3,501,480.96,51,TRC,0
1,0,50.0075,400.45,512,489.52,51,ARD,0
1,0,49.9908,400.43,504,480.84,51,IAS,0
1,0,50.0025,399.73,499,474.04,51,BMR,0
1,0,50.0028,399.03,507,490.72,51,ALB,0
1,0,49.9986,400.19,501,483.96,51,TLC,0
1,0,50.0056,399.06,492,471.32,51,TGJ,0
1,0,49.9954,399.4,508,490.68,52,BUC,0
1,0,49.995,400.68,486,470.56,52,CLJ,0
1,0,49.9916,400.78,508,486.68,52,SUC,0
1,0,49.9935,400.63,513,496.48,52,CST,0
1,0,50.0025,400.66,495,470.2,52,TMS,0
1,0,50.0076,399.44,490,472.4,52,PLO,0
1,0,49.9926,400.86,489,473.44,52,CRV,0
1,0,50.0086,399.19,514,496.44,52,BRL,0
1,0,49.9958,400.22,497,477.12,52,BIS,0
1,0,49.9989,400.83,507,489.72,52,ORD,0
1,0,50.1393,398.15,495,477.2,52,PIT,3
1,0,50.0094,399.4,493,468.28,52,BCU,0
1,0,50.0098,400.27,500,481.0,52,SLT,0
1,0,49.992,400.21,500,479.0,52,DRO,0
1,0,50.0007,399.96,491,470.36,52,CAL,0
1,0,49.9946,400.27,497,476.12,52,GAL,0
1,0,49.9967,400.73,506,489.76,52,SBU,0
1,0,49.9919,400.83,486,461.56,52,TGM,0
1,0,50.0096,399.08,489,473.44,52,CRN,0
1,0,49.9939,400.03,502,481.92,52,PFR,0
1,0,49.9958,400.04,493,475.28,52,VID,0
1,0,50.0006,400.63,501,476.96,52,BCN,0
1,0,50.0092,400.09,508,483.68,52,BRZ,0
1,0,49.993,399.28,494,477.24,52,ISN,0
1,0,49.9925,399.21,492,467.32,52,TRC,0
1,0,49.9999,400.69,511,485.56,52,ARD,0
1,0,50.0077,399.37,500,480.0,52,IAS,0
1,0,49.9974,399.51,497,478.12,52,BMR,0
1,0,49.9993,400.17,490,467.4,52,ALB,0
1,0,50.0039,399.99,486,469.56,52,TLC,0
1,0,50.0008,400.23,506,481.76,52,TGJ,0
1,0,49.9977,399.41,492,471.32,53,BUC,0
1,0,50.0058,400.74,494,470.24,53,CLJ,0
1,0,49.9903,399.77,510,487.6,53,SUC,0
1,0,50.004,399.64,503,483.88,53,CST,0
1,0,50.0053,399.02,486,470.56,53,TMS,0
1,0,49.9998,399.35,506,487.76,53,PLO,0
1,0,50.0041,400.38,501,480.96,53,CRV,0
1,0,49.991,400.75,500,477.0,53,BRL,0
1,0,49.9934,400.67,497,479.12,53,BIS,0
1,0,49.9957,399.93,508,483.68,53,ORD,0
1,0,50.1067,396.48,500,480.0,53,PIT,3
1,0,49.9924,400.59,509,483.64,53,BCU,0
1,0,49.9953,399.7,496,478.16,53,SLT,0
1,0,49.9944,400.27,501,482.96,53,DRO,0
1,0,49.997,400.22,509,492.64,53,CAL,0
1,0,49.9906,400.19,510,487.6,53,GAL,0
1,0,50.0016,399.15,491,475.36,53,SBU,0
1,0,49.9902,400.84,500,478.0,53,TGM,0
1,0,49.9984,399.35,498,475.08,53,CRN,0
1,0,49.9998,399.51,509,492.64,53,PFR,0
1,0,50.0059,400.16,497,479.12,53,VID,0
1,0,49.9997,399.95,510,484.6,53,BCN,0
1,0,50.0071,400.39,494,477.24,53,BRZ,0
1,0,50.0091,400.01,505,486.8,53,ISN,0
1,0,49.9926,399.86,503,484.88,53,TRC,0
1,0,49.9941,400.56,505,479.8,53,ARD,0
1,0,49.9927,399.66,495,474.2,53,IAS,0
1,0,50.002,399.22,506,488.76,53,BMR,0
1,0,49.9957,400.54,506,489.76,53,ALB,0
1,0,49.9954,400.84,498,475.08,53,TLC,0
1,0,49.9963,400.39,513,494.48,53,TGJ,0
1,0,49.995,400.58,496,474.16,54,BUC,0
1,0,50.0098,399.62,490,466.4,54,CLJ,0
1,0,50.0095,399.81,497,478.12,54,SUC,0
1,0,49.9904,399.95,508,487.68,54,CST,0
1,0,49.992,399.61,509,485.64,54,TMS,0
1,0,49.9936,399.8,492,469.32,54,PLO,0
1,0,49.9924,399.65,511,485.56,54,CRV,0
1,0,50.0027,399.36,493,476.28,54,BRL,0
1,0,49.9923,399.52,514,496.44,54,BIS,0
1,0,49.9947,400.64,501,481.96,54,ORD,0
1,0,50.0572,395.38,493,468.28,54,PIT,3
1,0,50.0083,399.26,489,464.44,54,BCU,0
1,0,49.9991,399.44,502,479.92,54,SLT,0
1,0,50.0031,399.45,512,490.52,54,DRO,0
1,0,49.9985,400.0,504,487.84,54,CAL,0
1,0,49.9964,400.85,499,483.04,54,GAL,0
1,0,50.0047,399.94,502,482.92,54,SBU,0
1,0,50.0007,400.29,503,484.88,54,TGM,0
1,0,50.0008,400.65,496,474.16,54,CRN,0
1,0,50.0003,399.71,487,467.52,54,PFR,0
1,0,49.9994,399.6,505,485.8,54,VID,0
1,0,50.0015,399.93,485,469.6,54,BCN,0
1,0,49.9959,400.97,489,467.44,54,BRZ,0
1,0,50.0092,399.11,493,475.28,54,ISN,0
1,0,49.9942,400.98,489,464.44,54,TRC,0
1,0,50.005,399.04,497,472.12,54,ARD,0
1,0,49.9975,400.61,494,469.24,54,IAS,0
1,0,50.0023,400.55,485,467.6,54,BMR,0
1,0,49.996,399.65,496,479.16,54,ALB,0
1,0,49.999,399.85,509,490.64,54,TLC,0
1,0,49.9967,400.34,508,491.68,54,TGJ,0
1,0,50.0016,399.87,512,486.52,55,BUC,0
1,0,50.0002,400.01,493,477.28,55,CLJ,0
1,0,50.0087,400.11,509,488.64,55,SUC,0
1,0,50.0068,400.39,499,479.04,55,CST,0
1,0,50.0033,399.05,511,492.56,55,TMS,0
1,0,49.9991,399.35,490,465.4,55,PLO,0
1,0,49.9949,400.52,504,483.84,55,CRV,0
1,0,50.0022,399.61,504,487.84,55,BRL,0
1,0,50.0038,400.65,485,469.6,55,BIS,0
1,0,50.0061,400.44,503,482.88,55,ORD,0
1,0,49.9987,395.0,488,470.48,55,PIT,3
1,0,49.9928,399.96,498,480.08,55,BCU,0
1,0,49.9969,400.97,489,466.44,55,SLT,0
1,0,49.996,399.8,502,482.92,55,DRO,0
1,0,49.9941,399.25,511,490.56,55,CAL,0
1,0,50.0011,399.85,506,489.76,55,GAL,0
1,0,49.9989,399.25,500,480.0,55,SBU,0
1,0,50.0006,400.78,487,464.52,55,TGM,0
1,0,50.0062,400.53,502,478.92,55,CRN,0
1,0,49.99,399.01,504,485.84,55,PFR,0
1,0,50.0093,400.9,485,460.6,55,VID,0
1,0,50.0058,400.94,485,467.6,55,BCN,0
1,0,50.0008,400.19,513,495.48,55,BRZ,0
1,0,50.0078,399.53,491,466.36,55,ISN,0
1,0,50.0047,400.74,495,473.2,55,TRC,0
1,0,49.9945,400.49,486,466.56,55,ARD,0
1,0,49.9969,400.73,493,475.28,55,IAS,0
1,0,49.9932,400.51,486,468.56,55,BMR,0
1,0,49.996,400.58,490,470.4,55,ALB,0
1,0,50.0024,401.0,491,470.36,55,TLC,0
1,0,50.0015,399.77,509,490.64,55,TGJ,0
1,0,50.0067,399.86,486,461.56,56,BUC,0
1,0,50.0059,400.06,501,481.96,56,CLJ,0
1,0,49.9977,400.98,489,467.44,56,SUC,0
1,0,49.9945,400.42,510,491.6,56,CST,0
1,0,49.9961,400.82,504,481.84,56,TMS,0
1,0,50.0032,399.77,507,489.72,56,PLO,0
1,0,49.9916,399.85,512,489.52,56,CRV,0
1,0,50.0003,399.25,493,469.28,56,BRL,0
1,0,50.0012,400.67,487,465.52,56,BIS,0
1,0,49.9904,399.14,492,468.32,56,ORD,0
1,0,49.9404,395.41,504,485.84,56,PIT,3
1,0,50.0001,399.07,506,489.76,56,BCU,0
1,0,50.0003,399.76,497,479.12,56,SLT,0
1,0,50.003,400.24,512,490.52,56,DRO,0
1,0,50.0034,399.04,511,485.56,56,CAL,0
1,0,50.0055,400.96,507,489.72,56,GAL,0
1,0,50.001,399.73,511,489.56,56,SBU,0
1,0,50.0047,400.8,511,493.56,56,TGM,0
1,0,50.0005,399.99,496,473.16,56,CRN,0
1,0,50.0071,399.42,510,485.6,56,PFR,0
1,0,49.9907,399.92,485,463.6,56,VID,0
1,0,49.9906,400.87,506,485.76,56,BCN,0
1,0,49.9988,401.0,496,479.16,56,BRZ,0
1,0,49.9978,400.29,486,462.56,56,ISN,0
1,0,50.0033,399.69,494,476.24,56,TRC,0
1,0,50.0032,400.96,486,469.56,56,ARD,0
1,0,49.9945,399.21,505,487.8,56,IAS,0
1,0,50.0075,399.08,503,486.88,56,BMR,0
1,0,49.9984,399.51,508,485.68,56,ALB,0
1,0,50.0023,399.75,513,493.48,56,TLC,0
1,0,49.998,400.19,495,477.2,56,TGJ,0
1,0,50.0017,399.77,510,485.6,57,BUC,0
1,0,50.0044,399.61,507,481.72,57,CLJ,0
1,0,49.9951,399.23,507,483.72,57,SUC,0
1,0,49.9938,400.75,503,481.88,57,CST,0
1,0,49.9984,400.36,513,490.48,57,TMS,0
1,0,50.0094,400.44,510,489.6,57,PLO,0
1,0,49.9946,400.54,512,487.52,57,CRV,0
1,0,49.9967,399.7,492,469.32,57,BRL,0
1,0,49.9979,399.79,501,481.96,57,BIS,0
1,0,50.003,400.83,495,470.2,57,ORD,0
1,0,49.8915,396.55,510,490.6,57,PIT,3
1,0,49.9968,399.05,497,473.12,57,BCU,0
1,0,49.9927,400.92,507,484.72,57,SLT,0
1,0,50.0037,399.91,497,474.12,57,DRO,0
1,0,50.0051,400.51,501,475.96,57,CAL,0
1,0,49.9938,400.01,503,485.88,57,GAL,0
1,0,49.9996,400.62,512,495.52,57,SBU,0
1,0,50.0065,400.02,504,485.84,57,TGM,0
1,0,50.0056,399.54,502,480.92,57,CRN,0
1,0,49.9956,400.82,495,479.2,57,PFR,0
1,0,49.996,400.21,490,467.4,57,VID,0
1,0,49.9921,399.79,492,471.32,57,BCN,0
1,0,50.0096,399.52,486,463.56,57,BRZ,0
1,0,50.0007,399.58,485,462.6,57,ISN,0
1,0,49.9954,399.1,511,492.56,57,TRC,0
1,0,50.0077,400.46,489,465.44,57,ARD,0
1,0,50.0064,400.32,498,478.08,57,IAS,0
1,0,49.9907,400.58,504,483.84,57,BMR,0
1,0,49.9958,399.87,496,478.16,57,ALB,0
1,0,49.9959,400.33,514,492.44,57,TLC,0
1,0,49.9922,399.0,490,473.4,57,TGJ,0
1,0,50.0003,399.34,488,467.48,58,BUC,0
1,0,50.0065,399.67,491,471.36,58,CLJ,0
1,0,50.0004,400.84,501,476.96,58,SUC,0
1,0,50.0081,399.03,501,484.96,58,CST,0
1,0,50.0073,399.08,508,490.68,58,TMS,0
1,0,50.0017,399.04,489,471.44,58,PLO,0
1,0,50.0085,399.57,501,483.96,58,CRV,0
1,0,49.9938,400.96,499,474.04,58,BRL,0
1,0,50.001,400.46,510,484.6,58,BIS,0
1,0,49.9904,399.76,502,480.92,58,ORD,0
1,0,49.8597,398.23,501,479.96,58,PIT,3
1,0,50.0023,400.82,500,482.0,58,BCU,0
1,0,50.0047,400.75,489,473.44,58,SLT,0
1,0,49.9932,399.89,493,470.28,58,DRO,0
1,0,49.9966,400.71,501,477.96,58,CAL,0
1,0,49.9968,399.52,512,490.52,58,GAL,0
1,0,50.0066,399.93,492,476.32,58,SBU,0
1,0,50.0099,399.25,490,469.4,58,TGM,0
1,0,50.0063,400.42,502,481.92,58,CRN,0
1,0,50.0018,400.42,492,472.32,58,PFR,0
1,0,49.9998,400.05,504,479.84,58,VID,0
1,0,49.9996,400.6,489,468.44,58,BCN,0
1,0,50.0076,399.74,488,464.48,58,BRZ,0
1,0,49.9965,399.64,488,469.48,58,ISN,0
1,0,50.0084,400.93,508,489.68,58,TRC,0
1,0,49.9915,399.54,501,483.96,58,ARD,0
1,0,49.9931,400.94,488,465.48,58,IAS,0
1,0,50.007,400.04,501,480.96,58,BMR,0
1,0,49.9966,399.22,508,490.68,58,ALB,0
1,0,50.0088,399.7,501,475.96,58,TLC,0
1,0,50.0082,400.29,503,482.88,58,TGJ,0
1,0,50.0008,400.63,501,480.96,59,BUC,0
1,0,50.0066,400.5,496,471.16,59,CLJ,0
1,0,49.9939,400.45,496,480.16,59,SUC,0
1,0,49.9904,399.73,503,484.88,59,CST,0
1,0,50.001,399.53,512,489.52,59,TMS,0
1,0,49.9993,400.21,493,477.28,59,PLO,0
1,0,49.9963,399.92,500,479.0,59,CRV,0
1,0,50.0061,399.42,495,479.2,59,BRL,0
1,0,49.9971,400.43,492,474.32,59,BIS,0
1,0,49.993,400.38,510,488.6,59,ORD,0
1,0,49.8501,400.19,502,480.92,59,PIT,3
1,0,50.0052,400.79,512,495.52,59,BCU,0
1,0,50.0067,399.54,508,483.68,59,SLT,0
1,0,50.0017,400.42,494,475.24,59,DRO,0
1,0,50.0005,399.47,493,470.28,59,CAL,0
1,0,50.0023,399.5,501,481.96,59,GAL,0
1,0,49.9949,400.14,495,475.2,59,SBU,0
1,0,49.9953,399.88,486,466.56,59,TGM,0
1,0,50.006,399.73,495,476.2,59,CRN,0
1,0,49.9987,400.37,498,477.08,59,PFR,0
1,0,49.9946,399.27,505,479.8,59,VID,0
1,0,49.9988,400.17,510,484.6,59,BCN,0
1,0,49.9967,399.34,488,467.48,59,BRZ,0
1,0,50.0036,400.1,497,474.12,59,ISN,0
1,0,50.0015,400.74,490,474.4,59,TRC,0
1,0,50.0027,399.29,514,493.44,59,ARD,0
1,0,49.9987,399.43,514,495.44,59,IAS,0
1,0,49.997,399.72,499,481.04,59,BMR,0
1,0,50.0094,399.83,507,481.72,59,ALB,0
1,0,50.0017,399.74,507,481.72,59,TLC,0
1,0,49.9966,399.18,486,470.56,59,TGJ,0
1,0,50.002,400.25,511,491.56,60,BUC,0
1,0,50.0033,399.62,508,490.68,60,CLJ,0
1,0,49.9975,399.15,492,476.32,60,SUC,0
1,0,50.0086,399.7,496,472.16,60,CST,0
1,0,49.9995,399.69,510,484.6,60,TMS,0
1,0,49.9933,400.95,505,484.8,60,PLO,0
1,0,49.9969,400.07,506,481.76,60,CRV,0
1,0,49.9986,400.6,495,475.2,60,BRL,0
1,0,49.9959,399.61,488,471.48,60,BIS,0
1,0,50.0021,400.96,513,487.48,60,ORD,0
1,0,49.8642,402.12,500,480.0,60,PIT,3
1,0,49.9995,399.87,486,464.56,60,BCU,0
1,0,50.01,400.21,507,489.72,60,SLT,0
1,0,50.0093,399.19,507,483.72,60,DRO,0
1,0,49.9983,400.94,487,464.52,60,CAL,0
1,0,49.9951,400.89,501,475.96,60,GAL,0
1,0,50.0085,399.02,490,471.4,60,SBU,0
1,0,50.0023,399.85,502,477.92,60,TGM,0
1,0,49.9927,399.35,507,488.72,60,CRN,0
1,0,50.0004,400.83,496,474.16,60,PFR,0
1,0,49.992,400.4,495,470.2,60,VID,0
1,0,49.997,400.98,493,473.28,60,BCN,0
1,0,50.0076,400.78,487,466.52,60,BRZ,0
1,0,50.0016,399.45,502,480.92,60,ISN,0
1,0,49.9904,400.67,510,485.6,60,TRC,0
1,0,49.9947,400.85,486,470.56,60,ARD,0
1,0,50.0075,400.17,491,471.36,60,IAS,0
1,0,50.0087,400.09,497,480.12,60,BMR,0
1,0,49.9926,400.58,511,492.56,60,ALB,0
1,0,50.0007,399.67,508,485.68,60,TLC,0
1,0,49.9986,399.9,485,465.6,60,TGJ,0
1,0,49.9952,399.83,513,489.48,61,BUC,0
1,0,50.002,399.51,492,474.32,61,CLJ,0
1,0,49.9973,400.15,505,483.8,61,SUC,0
1,0,50.0018,400.1,502,485.92,61,CST,0
1,0,50.0021,400.69,505,486.8,61,TMS,0
1,0,50.0016,399.46,502,483.92,61,PLO,0
1,0,50.0035,399.87,506,489.76,61,CRV,0
1,0,49.9903,400.52,490,472.4,61,BRL,0
1,0,49.9984,400.19,489,464.44,61,BIS,0
1,0,50.007,400.7,485,465.6,61,ORD,0
1,0,49.8997,403.72,497,479.12,61,PIT,3
1,0,50.0058,399.81,512,492.52,61,BCU,0
1,0,49.9998,400.73,512,489.52,61,SLT,0
1,0,49.9913,399.23,507,481.72,61,DRO,0
1,0,50.0043,399.61,493,475.28,61,CAL,0
1,0,50.0009,399.57,491,472.36,61,GAL,0
1,0,50.0077,399.42,500,483.0,61,SBU,0
1,0,49.991,399.25,501,479.96,61,TGM,0
1,0,49.9947,400.37,491,468.36,61,CRN,0
1,0,49.9926,399.04,509,491.64,61,PFR,0
1,0,49.9988,399.07,507,485.72,61,VID,0
1,0,49.999,399.46,496,471.16,61,BCN,0
1,0,50.0035,399.19,493,476.28,61,BRZ,0
1,0,50.0048,399.35,512,489.52,61,ISN,0
1,0,50.0074,399.13,503,480.88,61,TRC,0
1,0,50.0042,400.46,489,466.44,61,ARD,0
1,0,49.998,399.1,487,468.52,61,IAS,0
1,0,49.9984,400.71,513,493.48,61,BMR,0
1,0,49.9927,400.24,491,470.36,61,ALB,0
1,0,50.0045,400.23,509,492.64,61,TLC,0
1,0,50.0071,400.69,488,472.48,61,TGJ,0
1,0,49.9924,400.04,497,476.12,62,BUC,0
1,0,50.004,400.11,512,489.52,62,CLJ,0
1,0,50.0042,399.59,501,482.96,62,SUC,0
1,0,50.0079,399.94,487,466.52,62,CST,0
1,0,50.0062,400.8,488,469.48,62,TMS,0
1,0,49.9916,399.29,513,494.48,62,PLO,0
1,0,50.0071,400.76,512,493.52,62,CRV,0
1,0,50.0079,399.35,508,482.68,62,BRL,0
1,0,50.0009,400.99,497,473.12,62,BIS,0
1,0,50.0016,399.93,513,489.48,62,ORD,0
1,0,49.951,404.73,500,477.0,62,PIT,3
1,0,50.008,399.0,510,490.6,62,BCU,0
1,0,50.0004,400.41,488,472.48,62,SLT,0
1,0,49.9933,399.07,488,470.48,62,DRO,0
1,0,50.0085,399.9,496,474.16,62,CAL,0
1,0,49.9918,399.92,498,481.08,62,GAL,0
1,0,50.0062,400.3,489,473.44,62,SBU,0
1,0,50.0025,400.97,513,495.48,62,TGM,0
1,0,50.0027,400.15,489,472.44,62,CRN,0
1,0,49.99,399.6,511,485.56,62,PFR,0
1,0,49.9962,399.85,512,489.52,62,VID,0
1,0,50.0047,400.94,509,487.64,62,BCN,0
1,0,50.006,399.23,487,466.52,62,BRZ,0
1,0,49.9936,399.94,505,480.8,62,ISN,0
1,0,49.9959,400.55,496,476.16,62,TRC,0
1,0,49.9916,399.65,485,465.6,62,ARD,0
1,0,49.9972,400.59,493,475.28,62,IAS,0
1,0,49.9923,400.0,502,485.92,62,BMR,0
1,0,49.9904,400.81,492,469.32,62,ALB,0
1,0,49.9961,399.84,492,470.32,62,TLC,0
1,0,50.0024,399.38,495,470.2,62,TGJ,0
1,0,49.9991,399.7,512,486.52,63,BUC,0
1,0,49.9935,399.31,504,484.84,63,CLJ,0
1,0,50.0087,399.55,487,469.52,63,SUC,0
1,0,50.009,399.05,489,471.44,63,CST,0
1,0,49.9927,400.23,511,493.56,63,TMS,0
1,0,49.9966,400.85,498,479.08,63,PLO,0
1,0,49.9989,400.19,508,489.68,63,CRV,0
1,0,49.992,399.84,486,463.56,63,BRL,0
1,0,49.99,400.12,512,493.52,63,BIS,0
1,0,50.0048,399.96,488,472.48,63,ORD,0
1,0,50.0101,404.99,488,467.48,63,PIT,3
1,0,49.9979,399.45,485,468.6,63,BCU,0
1,0,50.0049,399.92,509,490.64,63,SLT,0
1,0,50.0015,400.6,500,476.0,63,DRO,0
1,0,49.9925,400.04,495,478.2,63,CAL,0
1,0,50.0026,399.28,492,472.32,63,GAL,0
1,0,49.9932,399.13,486,462.56,63,SBU,0
1,0,50.0073,400.71,511,490.56,63,TGM,0
1,0,49.9987,400.52,492,472.32,63,CRN,0
1,0,49.994,399.26,511,486.56,63,PFR,0
1,0,50.0077,399.52,502,480.92,63,VID,0
1,0,49.9989,400.72,492,472.32,63,BCN,0
1,0,50.0004,399.46,486,463.56,63,BRZ,0
1,0,49.9918,399.65,497,481.12,63,ISN,0
1,0,49.9934,399.27,504,480.84,63,TRC,0
1,0,50.0,400.85,497,472.12,63,ARD,0
1,0,50.0079,400.71,495,474.2,63,IAS,0
1,0,50.0031,399.3,512,491.52,63,BMR,0
1,0,49.9919,399.44,490,473.4,63,ALB,0
1,0,49.999,399.24,498,481.08,63,TLC,0
1,0,49.993,399.29,507,482.72,63,TGJ,0
1,0,50.0009,399.59,491,474.36,64,BUC,0
1,0,49.9982,399.26,493,469.28,64,CLJ,0
1,0,50.0,399.23,504,483.84,64,SUC,0
1,0,50.0091,400.37,497,477.12,64,CST,0
1,0,50.0051,399.58,499,479.04,64,TMS,0
1,0,49.9998,399.79,502,483.92,64,PLO,0
