status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,nivel_severitate
ON,Senin,50.0,400.0,483,450,0
ON,Senin,50.0,400.0,510,454,0
ON,Senin,50.0,400.0,484,485,0
ON,Senin,50.0,400.0,512,474,0
ON,Senin,50.0,400.0,490,454,0
ON,Senin,50.0,400.0,504,450,0
ON,Furtuna,50.0069,400.0,513,466,2
ON,Senin,50.0157,400.0,493,460,1
ON,Senin,50.0,400.0,497,486,0
ON,Senin,50.0,400.0,508,456,0
ON,Viscol,49.8605,390.0,508,456,3
ON,Senin,50.0,400.0,504,485,0
ON,Senin,50.0,400.0,503,459,0
ON,Senin,50.0,400.0,481,481,0
ON,Senin,50.0,400.0,481,499,0
ON,Furtuna,49.9549,400.0,517,481,2
ON,Furtuna,49.9735,400.0,510,452,2
ON,Senin,50.0,400.0,496,500,0
ON,Senin,50.0,400.0,516,453,0
ON,Senin,50.0,400.0,494,499,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,495,459,0
ON,Senin,50.0,400.0,519,489,0
ON,Viscol,50.0911,390.0,481,496,3
ON,Senin,50.0,400.0,489,475,0
ON,Senin,50.0,400.0,495,481,0
ON,Senin,50.0,400.0,499,459,0
ON,Senin,50.0,400.0,482,506,0
ON,Senin,50.0,400.0,490,454,0
ON,Senin,50.0,400.0,488,486,0
ON,Senin,50.0,400.0,481,450,0
ON,Viscol,50.1164,390.0,510,485,3
ON,Senin,50.0,400.0,503,475,0
ON,Senin,50.012,400.0,519,476,1
ON,Senin,50.0,400.0,517,462,0
ON,Viscol,50.0133,390.0,494,493,3
ON,Senin,50.0065,400.0,482,462,1
ON,Senin,50.0,400.0,500,509,0
ON,Furtuna,50.01,400.0,486,484,2
ON,Furtuna,50.0041,400.0,508,482,2
ON,Senin,50.0,400.0,490,463,0
ON,Senin,50.0,400.0,516,506,0
ON,Senin,50.0,400.0,485,474,0
ON,Senin,50.0,400.0,503,494,0
ON,Senin,50.0087,400.0,518,508,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,498,483,0
ON,Senin,50.0,400.0,483,453,0
ON,Senin,50.0,400.0,517,501,0
ON,Furtuna,49.9977,400.0,517,458,2
ON,Senin,50.0,400.0,504,467,0
ON,Senin,50.0,400.0,491,492,0
ON,Senin,50.0,400.0,488,498,0
ON,Senin,50.0,400.0,489,467,0
ON,Senin,50.0,400.0,507,507,0
ON,Senin,50.0,400.0,488,477,0
ON,Furtuna,49.9462,400.0,500,485,2
ON,Viscol,50.1381,390.0,504,453,3
ON,Senin,50.0,400.0,515,507,0
ON,Senin,50.0,400.0,484,495,0
ON,Senin,50.0,400.0,504,498,0
ON,Senin,50.0,400.0,489,491,0
ON,Senin,50.0,400.0,493,488,0
ON,Furtuna,49.9841,400.0,484,465,2
ON,Senin,50.0066,400.0,496,476,1
ON,Viscol,50.0545,390.0,488,463,3
ON,Viscol,50.0256,390.0,501,477,3
ON,Senin,50.0,400.0,490,501,0
ON,Senin,50.0,400.0,519,465,0
ON,Senin,50.0,400.0,511,487,0
ON,Senin,50.0042,400.0,498,469,1
ON,Viscol,49.8895,390.0,516,464,3
ON,Senin,50.0031,400.0,513,458,1
ON,Senin,50.0066,400.0,514,466,1
ON,Senin,50.0,400.0,505,477,0
ON,Senin,50.0107,400.0,493,459,1
ON,Senin,50.0,400.0,485,505,0
ON,Furtuna,50.0078,400.0,510,489,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,492,502,0
ON,Senin,50.0,400.0,513,467,0
ON,Senin,50.0,400.0,504,468,0
ON,Senin,50.0034,400.0,505,490,1
ON,Senin,50.0,400.0,501,464,0
ON,Senin,50.0186,400.0,506,507,1
ON,Senin,50.0,400.0,502,491,0
ON,Senin,50.0,400.0,516,471,0
ON,Senin,50.0,400.0,496,457,0
ON,Senin,50.0,400.0,497,470,0
ON,Senin,50.0,400.0,489,484,0
ON,Senin,50.0,400.0,491,471,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,49.993,400.0,507,464,1
ON,Viscol,50.1305,390.0,495,503,3
ON,Tornada,50.0499,350.0,490,499,4
ON,Senin,50.0,400.0,484,477,0
ON,Tornada,50.4535,350.0,506,492,4
ON,Senin,50.0,400.0,492,492,0
ON,Senin,50.0,400.0,492,480,0
ON,Senin,50.0,400.0,486,460,0
ON,Senin,50.0,400.0,501,487,0
ON,Senin,50.0,400.0,502,483,0
ON,Senin,50.0,400.0,511,503,0
ON,Senin,50.0,400.0,487,484,0
ON,Senin,50.0,400.0,508,461,0
ON,Viscol,49.8538,390.0,491,458,3
ON,Senin,50.0,400.0,480,494,0
ON,Senin,50.0,400.0,502,491,0
ON,Furtuna,49.9855,400.0,490,498,2
ON,Senin,50.0,400.0,502,504,0
ON,Senin,50.0,400.0,508,471,0
ON,Furtuna,49.9919,400.0,483,464,2
ON,Viscol,49.9421,390.0,495,458,3
ON,Senin,50.0072,400.0,518,478,1
ON,Senin,50.0,400.0,514,491,0
ON,Viscol,50.0303,390.0,511,477,3
ON,Tornada,49.9352,350.0,514,488,4
ON,Senin,50.0,400.0,500,453,0
ON,Senin,50.0,400.0,488,461,0
ON,Senin,50.0,400.0,503,456,0
ON,Furtuna,49.9445,400.0,487,486,2
ON,Viscol,50.1479,390.0,504,505,3
ON,Senin,50.0,400.0,504,498,0
ON,Senin,50.0,400.0,514,468,0
ON,Senin,50.0,400.0,501,477,0
ON,Senin,50.0,400.0,494,474,0
ON,Furtuna,49.9234,400.0,518,464,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,49.9211,400.0,485,488,2
ON,Senin,50.0,400.0,510,456,0
ON,Viscol,49.9907,390.0,515,493,3
ON,Senin,50.0,400.0,480,456,0
ON,Senin,50.0,400.0,486,502,0
ON,Senin,50.0,400.0,482,465,0
ON,Viscol,49.8861,390.0,492,501,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Viscol,49.8571,390.0,516,482,3
ON,Senin,50.0,400.0,501,465,0
ON,Viscol,49.8506,390.0,505,468,3
ON,Senin,50.0,400.0,498,488,0
ON,Senin,50.0,400.0,480,482,0
ON,Senin,50.0062,400.0,492,465,1
ON,Senin,50.0,400.0,484,471,0
ON,Senin,50.0,400.0,491,473,0
ON,Senin,50.0,400.0,501,475,0
ON,Senin,49.9975,400.0,490,507,1
ON,Senin,50.0,400.0,481,501,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,504,498,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,488,450,0
ON,Senin,50.0,400.0,487,459,0
ON,Senin,50.0,400.0,492,470,0
ON,Senin,50.001,400.0,482,459,1
ON,Senin,50.0083,400.0,494,505,1
ON,Furtuna,49.9325,400.0,489,471,2
ON,Senin,50.0,400.0,480,488,0
ON,Tornada,50.315,350.0,486,462,4
ON,Senin,50.0,400.0,482,488,0
ON,Senin,50.0149,400.0,511,467,1
ON,Senin,50.0,400.0,495,487,0
ON,Senin,50.0,400.0,512,501,0
ON,Senin,50.0107,400.0,482,494,1
ON,Senin,50.0191,400.0,502,489,1
ON,Senin,50.0,400.0,485,485,0
ON,Senin,50.0,400.0,507,481,0
ON,Furtuna,50.0647,400.0,485,472,2
ON,Senin,50.0,400.0,498,489,0
ON,Senin,50.0,400.0,517,452,0
ON,Senin,50.0,400.0,483,489,0
ON,Senin,50.0,400.0,485,469,0
ON,Senin,50.0,400.0,518,451,0
ON,Senin,49.9865,400.0,484,458,1
ON,Senin,50.0,400.0,495,493,0
ON,Senin,49.9838,400.0,497,496,1
ON,Senin,50.0,400.0,511,462,0
ON,Senin,50.0,400.0,495,474,0
ON,Tornada,49.8069,350.0,488,502,4
ON,Senin,50.0,400.0,494,479,0
ON,Furtuna,50.0798,400.0,487,490,2
ON,Senin,50.0,400.0,507,488,0
ON,Senin,50.0,400.0,497,489,0
ON,Senin,50.0,400.0,506,503,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,512,464,0
ON,Viscol,50.1497,390.0,492,497,3
ON,Senin,50.0,400.0,510,481,0
ON,Senin,50.0,400.0,486,472,0
ON,Senin,50.0,400.0,519,450,0
ON,Senin,50.0,400.0,497,477,0
ON,Senin,50.0,400.0,505,491,0
ON,Senin,50.0,400.0,514,485,0
ON,Tornada,49.9848,350.0,499,469,4
ON,Senin,50.0,400.0,496,455,0
ON,Senin,50.0,400.0,488,483,0
ON,Senin,50.0,400.0,498,475,0
ON,Senin,50.0106,400.0,487,473,1
ON,Senin,50.0,400.0,484,491,0
ON,Senin,50.0,400.0,512,458,0
ON,Senin,50.0,400.0,505,460,0
ON,Senin,50.0,400.0,480,455,0
ON,Senin,50.0,400.0,489,484,0
ON,Senin,50.0,400.0,517,496,0
ON,Senin,50.0,400.0,500,509,0
ON,Senin,50.0,400.0,489,456,0
ON,Senin,50.0,400.0,486,506,0
ON,Senin,50.0,400.0,505,491,0
ON,Senin,50.0,400.0,481,464,0
ON,Senin,50.0099,400.0,480,481,1
ON,Senin,50.0,400.0,501,450,0
ON,Senin,50.0,400.0,492,503,0
ON,Senin,50.0,400.0,495,495,0
ON,Senin,50.0,400.0,488,502,0
ON,Viscol,50.1224,390.0,488,476,3
ON,Senin,50.0,400.0,494,461,0
ON,Tornada,49.5836,350.0,511,467,4
ON,Senin,50.0126,400.0,500,461,1
ON,Senin,50.0,400.0,481,507,0
ON,Senin,50.0,400.0,495,465,0
ON,Senin,50.0,400.0,480,488,0
ON,Senin,50.0,400.0,519,492,0
ON,Senin,49.9984,400.0,486,496,1
ON,Senin,50.0,400.0,487,486,0
ON,Senin,50.0,400.0,516,501,0
ON,Senin,50.0,400.0,491,454,0
ON,Senin,50.0,400.0,505,504,0
ON,Senin,50.0,400.0,492,454,0
ON,Senin,50.0,400.0,504,456,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0067,400.0,505,452,1
ON,Senin,50.0,400.0,499,472,0
ON,Senin,50.0,400.0,494,475,0
ON,Furtuna,49.9632,400.0,487,490,2
ON,Senin,49.9824,400.0,481,502,1
ON,Senin,50.0015,400.0,511,488,1
ON,Senin,50.0,400.0,505,490,0
ON,Senin,50.0,400.0,491,460,0
ON,Senin,50.0,400.0,517,495,0
ON,Senin,50.0,400.0,480,455,0
ON,Senin,49.9812,400.0,512,499,1
ON,Senin,50.0,400.0,505,488,0
ON,Furtuna,49.998,400.0,487,462,2
ON,Senin,50.0,400.0,484,481,0
ON,Senin,50.0,400.0,483,475,0
ON,Senin,50.0,400.0,510,488,0
ON,Senin,50.0,400.0,486,461,0
ON,Senin,50.0145,400.0,512,461,1
ON,Senin,50.0,400.0,514,478,0
ON,Viscol,50.1493,390.0,497,487,3
ON,Senin,50.0119,400.0,509,458,1
ON,Senin,50.0,400.0,518,499,0
ON,Senin,50.0,400.0,485,470,0
ON,Senin,50.0,400.0,484,479,0
ON,Senin,49.98,400.0,505,481,1
ON,Senin,50.0,400.0,481,468,0
ON,Senin,50.0,400.0,496,451,0
ON,Senin,50.0,400.0,518,507,0
ON,Senin,50.0,400.0,480,464,0
ON,Senin,50.001,400.0,513,491,1
ON,Tornada,49.8098,350.0,492,500,4
ON,Senin,49.9848,400.0,513,501,1
ON,Senin,50.0,400.0,505,470,0
ON,Senin,50.0,400.0,500,496,0
ON,Viscol,49.8501,390.0,483,482,3
ON,Senin,50.0,400.0,493,477,0
ON,Senin,50.0,400.0,510,485,0
ON,Senin,50.0,400.0,481,458,0
ON,Tornada,50.3852,350.0,495,466,4
ON,Senin,49.9973,400.0,487,456,1
ON,Senin,50.0,400.0,514,479,0
ON,Senin,50.0,400.0,500,469,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,49.9275,400.0,484,473,2
ON,Senin,50.0,400.0,519,497,0
ON,Senin,50.0,400.0,495,452,0
ON,Senin,50.0,400.0,504,466,0
ON,Senin,50.0,400.0,501,464,0
ON,Senin,50.0,400.0,486,504,0
ON,Viscol,50.1475,390.0,503,457,3
ON,Senin,50.0,400.0,509,492,0
ON,Senin,50.0,400.0,502,471,0
ON,Senin,50.0,400.0,506,451,0
ON,Senin,50.0,400.0,494,464,0
ON,Furtuna,50.0246,400.0,482,468,2
ON,Senin,50.0,400.0,499,489,0
ON,Furtuna,50.0021,400.0,510,502,2
ON,Senin,50.0,400.0,503,507,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,481,491,0
ON,Senin,50.0098,400.0,480,464,1
ON,Senin,50.0,400.0,484,481,0
ON,Senin,49.9826,400.0,480,472,1
ON,Senin,50.0,400.0,489,503,0
ON,Senin,50.0,400.0,497,460,0
ON,Tornada,50.3059,350.0,510,493,4
ON,Senin,50.0,400.0,480,475,0
ON,Senin,50.0,400.0,498,465,0
ON,Senin,50.004,400.0,500,476,1
ON,Senin,50.0,400.0,489,492,0
ON,Senin,50.0,400.0,496,502,0
ON,Senin,50.0,400.0,514,503,0
ON,Senin,49.992,400.0,504,496,1
ON,Senin,50.0116,400.0,506,493,1
ON,Senin,50.0,400.0,517,499,0
ON,Senin,49.9906,400.0,480,482,1
ON,Senin,50.0,400.0,480,458,0
ON,Viscol,50.0971,390.0,507,493,3
ON,Senin,50.0,400.0,519,482,0
ON,Senin,50.0141,400.0,515,469,1
ON,Senin,50.0,400.0,513,455,0
ON,Senin,50.0,400.0,492,505,0
ON,Viscol,50.1487,390.0,481,481,3
ON,Viscol,50.1417,390.0,500,470,3
ON,Senin,49.9971,400.0,503,491,1
ON,Senin,50.0,400.0,519,496,0
ON,Senin,49.9938,400.0,484,493,1
ON,Senin,49.996,400.0,497,506,1
ON,Senin,50.0,400.0,505,483,0
ON,Senin,50.0,400.0,508,498,0
ON,Tornada,49.6466,350.0,484,499,4
ON,Senin,50.0,400.0,482,496,0
ON,Viscol,49.92,390.0,513,454,3
ON,Senin,50.0,400.0,511,486,0
ON,Senin,50.0,400.0,516,496,0
ON,Tornada,50.3529,350.0,509,459,4
ON,Senin,50.0,400.0,506,465,0
ON,Senin,50.0,400.0,496,454,0
ON,Senin,50.0,400.0,515,497,0
ON,Senin,50.0194,400.0,486,489,1
ON,Senin,50.0193,400.0,519,491,1
ON,Senin,50.0,400.0,506,453,0
ON,Senin,50.0,400.0,511,462,0
ON,Senin,50.0,400.0,494,457,0
ON,Senin,50.0,400.0,480,461,0
ON,Furtuna,49.9613,400.0,481,501,2
ON,Senin,50.0,400.0,518,489,0
ON,Senin,50.0,400.0,492,485,0
ON,Senin,50.0,400.0,514,498,0
ON,Senin,50.0,400.0,518,450,0
ON,Furtuna,49.9865,400.0,505,459,2
ON,Furtuna,50.0776,400.0,516,490,2
ON,Furtuna,49.9976,400.0,481,486,2
ON,Senin,50.0,400.0,495,471,0
ON,Senin,50.0,400.0,514,490,0
ON,Viscol,50.135,390.0,513,494,3
ON,Senin,50.0152,400.0,505,467,1
ON,Senin,50.0,400.0,483,498,0
ON,Senin,50.0,400.0,507,493,0
ON,Senin,50.0,400.0,489,490,0
ON,Senin,50.0,400.0,517,452,0
ON,Senin,50.0,400.0,484,470,0
ON,Senin,50.013,400.0,496,489,1
ON,Senin,50.0,400.0,500,482,0
ON,Senin,50.0117,400.0,516,474,1
ON,Furtuna,50.0309,400.0,505,471,2
ON,Senin,50.0,400.0,495,463,0
ON,Viscol,49.8563,390.0,500,496,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,517,486,0
ON,Senin,49.9992,400.0,493,458,1
ON,Senin,50.0,400.0,513,474,0
ON,Senin,50.0,400.0,502,497,0
ON,Viscol,49.9078,390.0,485,508,3
ON,Senin,50.0,400.0,504,485,0
ON,Senin,50.0,400.0,492,477,0
ON,Viscol,49.9907,390.0,513,498,3
ON,Senin,50.0,400.0,519,478,0
ON,Senin,50.0019,400.0,488,487,1
ON,Senin,50.0,400.0,504,478,0
ON,Senin,50.0,400.0,501,450,0
ON,Senin,50.0,400.0,491,497,0
ON,Furtuna,50.0425,400.0,480,456,2
ON,Senin,50.0,400.0,519,475,0
ON,Senin,50.0,400.0,515,463,0
ON,Senin,49.9932,400.0,480,455,1
ON,Senin,50.0,400.0,486,455,0
ON,Viscol,50.1265,390.0,509,485,3
ON,Viscol,50.108,390.0,494,457,3
ON,Senin,50.0,400.0,504,488,0
ON,Senin,50.0,400.0,510,483,0
ON,Senin,50.0,400.0,496,460,0
ON,Senin,50.0,400.0,500,505,0
ON,Senin,50.0037,400.0,491,495,1
ON,Senin,50.0,400.0,486,503,0
ON,Senin,50.0,400.0,499,464,0
ON,Senin,50.0009,400.0,501,472,1
ON,Senin,50.0,400.0,506,493,0
ON,Senin,50.0,400.0,508,494,0
ON,Senin,50.0,400.0,481,462,0
ON,Senin,50.0,400.0,517,494,0
ON,Senin,49.9849,400.0,482,503,1
ON,Senin,50.0,400.0,494,493,0
ON,Senin,50.0,400.0,518,493,0
ON,Senin,50.0,400.0,509,484,0
ON,Senin,49.9976,400.0,514,482,1
ON,Furtuna,50.0364,400.0,491,497,2
ON,Senin,50.0,400.0,501,475,0
ON,Senin,50.005,400.0,490,502,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,509,461,0
ON,Senin,50.0,400.0,519,456,0
ON,Senin,49.9984,400.0,513,458,1
ON,Senin,50.0,400.0,509,475,0
ON,Furtuna,49.9504,400.0,501,456,2
ON,Senin,49.9939,400.0,496,481,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,505,485,0
ON,Senin,50.0,400.0,516,485,0
ON,Senin,50.0,400.0,508,455,0
ON,Tornada,49.6672,350.0,512,474,4
ON,Senin,50.0,400.0,512,491,0
ON,Viscol,50.0424,390.0,493,492,3
ON,Senin,50.0,400.0,519,509,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,488,480,0
ON,Senin,50.0,400.0,505,468,0
ON,Senin,50.0,400.0,507,496,0
ON,Senin,50.0,400.0,492,478,0
ON,Furtuna,49.9564,400.0,501,496,2
ON,Senin,50.0,400.0,509,505,0
ON,Senin,50.0,400.0,481,453,0
ON,Senin,50.0,400.0,508,495,0
ON,Senin,50.0,400.0,480,487,0
ON,Senin,50.0,400.0,508,493,0
ON,Senin,50.0,400.0,482,489,0
ON,Senin,50.0,400.0,497,453,0
ON,Senin,50.0,400.0,482,460,0
ON,Furtuna,49.9218,400.0,505,482,2
ON,Senin,50.0008,400.0,495,480,1
ON,Senin,50.0,400.0,487,498,0
ON,Senin,50.0,400.0,488,474,0
ON,Senin,50.0,400.0,514,464,0
ON,Tornada,50.1441,350.0,492,506,4
ON,Senin,50.0,400.0,502,457,0
ON,Senin,50.0,400.0,514,506,0
ON,Senin,50.0,400.0,490,505,0
ON,Tornada,49.8201,350.0,486,481,4
ON,Senin,50.0,400.0,515,479,0
ON,Senin,50.0,400.0,513,500,0
ON,Senin,50.0,400.0,499,495,0
ON,Senin,50.0,400.0,495,458,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,50.0453,400.0,484,471,2
ON,Viscol,50.0254,390.0,512,467,3
ON,Senin,50.0,400.0,512,491,0
ON,Tornada,50.1848,350.0,507,497,4
ON,Senin,50.01,400.0,503,486,1
ON,Senin,50.0,400.0,502,481,0
ON,Senin,50.0028,400.0,480,478,1
ON,Senin,50.0,400.0,483,494,0
ON,Furtuna,50.0469,400.0,501,453,2
ON,Senin,50.0,400.0,485,509,0
ON,Senin,50.0,400.0,511,451,0
ON,Senin,50.0156,400.0,492,463,1
ON,Senin,49.9934,400.0,504,456,1
ON,Senin,49.9913,400.0,518,451,1
ON,Senin,50.0,400.0,500,500,0
ON,Tornada,50.2939,350.0,497,505,4
ON,Senin,49.9845,400.0,490,452,1
ON,Senin,50.0,400.0,490,455,0
ON,Furtuna,49.953,400.0,516,454,2
ON,Furtuna,50.0653,400.0,484,468,2
ON,Senin,50.0062,400.0,487,490,1
ON,Senin,50.0,400.0,486,486,0
ON,Senin,50.0,400.0,506,508,0
ON,Tornada,49.7595,350.0,492,452,4
ON,Tornada,49.5043,350.0,514,483,4
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,483,481,0
ON,Senin,50.0,400.0,493,479,0
ON,Senin,50.0,400.0,480,495,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,494,505,0
ON,Senin,50.0018,400.0,517,472,1
ON,Senin,50.0,400.0,510,506,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,506,491,0
ON,Senin,50.0,400.0,496,471,0
ON,Senin,50.0116,400.0,493,502,1
ON,Senin,50.0019,400.0,497,464,1
ON,Senin,50.0,400.0,510,479,0
ON,Viscol,49.8633,390.0,501,469,3
ON,Furtuna,50.0252,400.0,493,476,2
ON,Senin,50.0,400.0,515,493,0
ON,Senin,50.0,400.0,511,462,0
ON,Senin,50.0,400.0,507,498,0
ON,Senin,50.0,400.0,492,467,0
ON,Senin,50.0,400.0,503,463,0
ON,Furtuna,49.9966,400.0,501,501,2
ON,Senin,50.0087,400.0,518,499,1
ON,Senin,50.0089,400.0,512,498,1
ON,Senin,50.0,400.0,514,500,0
ON,Furtuna,50.0732,400.0,489,462,2
ON,Viscol,50.0591,390.0,513,488,3
ON,Senin,50.0,400.0,509,451,0
ON,Senin,50.0,400.0,498,453,0
ON,Senin,50.0,400.0,516,497,0
ON,Senin,50.0,400.0,494,491,0
ON,Senin,50.0,400.0,489,494,0
ON,Senin,50.0,400.0,509,504,0
ON,Senin,50.0,400.0,480,481,0
ON,Furtuna,49.9317,400.0,485,452,2
ON,Senin,50.0,400.0,501,482,0
ON,Senin,50.0,400.0,517,483,0
ON,Senin,50.0,400.0,517,477,0
ON,Senin,50.0,400.0,491,504,0
ON,Senin,50.0,400.0,495,482,0
ON,Senin,50.0,400.0,504,507,0
ON,Senin,49.9953,400.0,504,463,1
ON,Senin,50.0062,400.0,514,476,1
ON,Senin,50.0,400.0,517,482,0
ON,Senin,49.9944,400.0,493,477,1
ON,Viscol,49.8689,390.0,517,492,3
ON,Senin,49.9895,400.0,499,474,1
ON,Senin,50.0,400.0,497,479,0
ON,Senin,49.9822,400.0,490,471,1
ON,Senin,50.0,400.0,509,473,0
ON,Senin,50.0,400.0,489,479,0
ON,Senin,50.0,400.0,509,498,0
ON,Furtuna,49.9291,400.0,487,489,2
ON,Senin,50.0,400.0,500,460,0
ON,Senin,50.0,400.0,512,496,0
ON,Senin,50.0,400.0,517,479,0
ON,Viscol,50.0183,390.0,514,500,3
ON,Senin,50.0,400.0,515,504,0
ON,Senin,50.0,400.0,482,505,0
ON,Furtuna,49.9706,400.0,500,456,2
ON,Senin,50.0,400.0,487,472,0
ON,Senin,50.0,400.0,488,476,0
ON,Senin,50.0,400.0,500,507,0
ON,Senin,50.0052,400.0,507,488,1
ON,Senin,50.0,400.0,508,452,0
ON,Senin,50.0,400.0,489,485,0
ON,Senin,50.0,400.0,485,466,0
ON,Furtuna,49.9281,400.0,490,488,2
ON,Senin,50.0,400.0,487,498,0
ON,Senin,50.0124,400.0,498,508,1
ON,Senin,50.0,400.0,493,496,0
ON,Tornada,50.4051,350.0,490,502,4
ON,Senin,50.0,400.0,487,489,0
ON,Senin,50.0,400.0,491,481,0
ON,Senin,50.0,400.0,513,450,0
ON,Senin,50.0,400.0,518,499,0
ON,Tornada,50.3508,350.0,499,507,4
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,508,493,0
ON,Senin,50.0,400.0,514,481,0
ON,Senin,50.0,400.0,512,459,0
ON,Senin,50.0,400.0,518,485,0
ON,Furtuna,50.0711,400.0,513,480,2
ON,Senin,50.0,400.0,499,493,0
ON,Senin,50.0,400.0,516,475,0
ON,Senin,50.0,400.0,489,506,0
ON,Senin,50.0,400.0,504,456,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,496,471,0
ON,Senin,50.0,400.0,505,489,0
ON,Senin,49.9917,400.0,494,493,1
ON,Viscol,50.1116,390.0,516,508,3
ON,Senin,49.9865,400.0,492,489,1
ON,Senin,50.0,400.0,503,454,0
ON,Senin,50.0,400.0,495,459,0
ON,Senin,49.983,400.0,500,504,1
ON,Senin,50.0014,400.0,513,462,1
ON,Viscol,50.1339,390.0,519,450,3
ON,Tornada,49.7937,350.0,489,502,4
ON,Senin,50.0,400.0,511,467,0
ON,Senin,50.0,400.0,519,462,0
ON,Senin,49.9828,400.0,504,489,1
ON,Furtuna,49.9503,400.0,486,475,2
ON,Viscol,49.9854,390.0,486,468,3
ON,Senin,50.0,400.0,507,466,0
ON,Senin,50.0,400.0,484,453,0
ON,Senin,50.0,400.0,483,506,0
ON,Senin,50.0,400.0,505,457,0
ON,Furtuna,50.0445,400.0,483,507,2
ON,Viscol,49.8556,390.0,486,459,3
ON,Senin,50.0,400.0,511,478,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,510,471,0
ON,Senin,50.0,400.0,508,462,0
ON,Furtuna,50.017,400.0,515,459,2
ON,Senin,50.0097,400.0,507,482,1
ON,Senin,50.0,400.0,491,471,0
ON,Senin,50.0,400.0,487,502,0
ON,Senin,50.0,400.0,495,469,0
ON,Senin,50.0,400.0,501,505,0
ON,Senin,50.0,400.0,509,504,0
ON,Senin,50.0,400.0,482,492,0
ON,Senin,50.0,400.0,511,506,0
ON,Senin,50.0,400.0,488,467,0
ON,Senin,49.9833,400.0,497,464,1
ON,Furtuna,50.0425,400.0,490,477,2
ON,Senin,50.0,400.0,515,466,0
ON,Senin,50.0,400.0,488,504,0
ON,Senin,50.0,400.0,489,480,0
ON,Senin,50.0,400.0,508,505,0
ON,Senin,50.0,400.0,508,484,0
ON,Senin,50.0,400.0,511,458,0
ON,Senin,50.0,400.0,512,480,0
ON,Senin,50.0,400.0,505,488,0
ON,Senin,50.0,400.0,507,459,0
ON,Viscol,49.9681,390.0,512,490,3
ON,Senin,50.0,400.0,510,453,0
ON,Senin,50.0,400.0,497,478,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,503,471,0
ON,Senin,50.0,400.0,489,486,0
ON,Senin,50.0,400.0,496,505,0
ON,Senin,50.0,400.0,491,459,0
ON,Senin,50.0,400.0,502,464,0
ON,Senin,49.9917,400.0,517,487,1
ON,Senin,50.0,400.0,515,489,0
ON,Furtuna,49.9471,400.0,497,484,2
ON,Furtuna,50.069,400.0,499,459,2
ON,Senin,50.0,400.0,504,462,0
ON,Senin,50.006,400.0,517,480,1
ON,Senin,50.0,400.0,500,508,0
ON,Viscol,50.0404,390.0,487,451,3
ON,Furtuna,50.026,400.0,483,487,2
ON,Viscol,50.0935,390.0,511,463,3
ON,Senin,50.0,400.0,483,507,0
ON,Senin,50.0,400.0,517,486,0
ON,Senin,50.0,400.0,490,497,0
ON,Senin,50.0113,400.0,506,460,1
ON,Senin,50.0,400.0,481,483,0
ON,Furtuna,50.0208,400.0,501,459,2
ON,Senin,50.0,400.0,509,460,0
ON,Senin,50.014,400.0,503,496,1
ON,Furtuna,49.9422,400.0,482,483,2
ON,Senin,50.0,400.0,488,476,0
ON,Senin,50.0,400.0,519,483,0
ON,Senin,50.0,400.0,511,501,0
ON,Tornada,50.0946,350.0,490,457,4
ON,Senin,50.0,400.0,486,481,0
ON,Senin,50.0,400.0,515,456,0
ON,Viscol,49.8999,390.0,487,484,3
ON,Senin,50.0,400.0,514,469,0
ON,Senin,50.0,400.0,485,487,0
ON,Senin,50.0,400.0,505,508,0
ON,Senin,50.0155,400.0,499,506,1
ON,Senin,50.0,400.0,510,504,0
ON,Viscol,49.8596,390.0,494,507,3
